rhyme,kanjis
q28,憾纜暫瞰探擔勘暗紺歛淡濫甔賧磡澹憨墈唅啖闞闇憺贛鏨憛霮壏爁僋汵嚂莟腅俕琀淦儑浛沊詌誩馾揞閐錎倓篸懢參黚竷癚凵帎撍蜭顑饀姏瞫三婻漤顲䌫䬓䯥䗊䀍䲺㤾䫅㜮䐺䨵䟅䘓䐄䗣𦧡𨣨参担
q29,念艷焰店驗灔塹占釅贍墊坫僭窆厭殮饜劍掞砭覘韂欠斂苫佔傔潛瀲煔醶曕沾舚淹歉忝鹼襜爓痁俺熌噞獫驔酓裧嬱艌嬮鰜幨埝譣槧兼鹽覎爁菾敥姭裺殗羷澰趝嶦頕脅稴覎棯㮇䪜㝪㶺㷔䠨㙴㛪㣣䛳䶫䃸䀡䯡䃱䊴䧔㱨㟻䱤㪁䦲㼭䁮䈴㜞𥮘𩅀𦱏𤬯𧸘𣄝𪙊𨸱𢜰𡄑𩅼𦁤𦒻𢴵𨼮塩艶剣験潜
q30,鑑泛梵監陷汎懺蘸賺鑱站帆欠餡渢摲釤訉儳劍湴譀讒闞甉釩埳艬覱揞溓顑肷錎臽滼淹韽湛䪌䬚㒈䀀䜛㦑㣌㸥㺘㽉䱿㪠䶟㕨𧸖𪉦𣔿𤮭陥剣
r1,竹屋谷目木熟菊腹哭服肉獨福速逐祿鹿麓肅軸牧宿卜陸六族筑轂祝沐斛馥穀犢掬縮築牘叔讀粥簇蹙育禿覆碌復伏穆瀆戮淑蓄縠矗扑幅鏃菽漉竺燠蓿蔌撲瀑麯簌櫝睦鵩鞠鶩觫蹴簏蝠黷郁霂塾澳謖夙轆餗麴恧僕畜榖衄洑濮蔔槭樕毓輻朴複孰匊倏濁舳醭讟樸輻鬻僇煜角蝮稑暴箙昱彧槲曝啄鞫朒盝韣匐睩琭齪蓼蹜滀毣忸鵴瀫俶踧袱鷫柷澓髑輹柚搐摝瘯慉殰鏕碡副囿菔茯薁剭螰苜踀喌嘼蔟虙趚驌蹗鱐楅贕鵚簶閦噈繆稢虪穋觳朷告葍腛勠鋉瑴縬濲摍藗焀蓛熇遬汋蹼唷唂橚趢儥蜟拲娽坶蔛涑樚鶝踾跾豖匑翏錥圥鴔趗栜棴鮛楘蚞襡艒纀蕧栿獛熝嬻躹鵱蔍茿剹諔踿喐韇蓫沑鱁蠨梀惐梮皾莥逳箼荲騼宓騳驧潚畐斀稪萺莤玊哊鉐鵦癁鉃粶丵焂埱坴襆敊涋粷喅蓻鱳瓄珿軮鰒踓剢犕鑟蔋椈嗀聏琡鞪鏉蘛鼀疛巈淕絥鄜齱璛淯璹樢婅蒮斣穙鍙趜雮偪阿疁骲篴媨罜殐掓稶嚛磩槒膔栯礇炑鄐鳪轐殧塶螜閰媉棛篫諨摵椱砡樎鎐誎垘苖婌泦椂鐭攴堉嗖鯥觷觻䘵䩮䮷䱙䎘䍡䉛䃤䛢㳤㰗㜚䞱䃙㕰㰲㓘䑿㚆䫝㽤㥔䙒㶖䜡㲫㩋㧅䟿䥮䘻㓐䢱䟟䋭䢗㑉䗇䴪䇚䃞㪩䑁䔎㦇䊾䄾䘐䋹㜙㮋䏋㗤㤢䗛㥌䶊䪁㠅㣎㜅㬼䐨㼾䧤䎌䡜䕮䈸䜯䫳㾄䃚㘲䏱㝛䨱䵈㾥㻃㒔䪕䟮䌒䎼㖨㴼䮱䳱㡔㵀䨹㞺䞽㑐㛬䙯㪶㯟䤋㙏䗱䚼䎑㯈㜈䛙䜼䱡䐿㑛㯷䐁䀰㣃㷤㺉䀲㹼㪖䖡㽇㾇㞘㬘䇍㦽𨌥𪇰𥪋𪘏𩶫𠱙𩋟𣖫𡡐𧼭𣨍𩑒𥲒𥉑𥳇𡰿𪃃𣤶𦪇𤞞粛独読禄
r2,綠玉俗燭足續粟束促辱局鵠躅欲錄蜀觸毒浴獄旭矚籙屬酷淥醁篤沃曲贖褥斸勖督囑溽梏縟鵒纛菉騄蠋蓐瘃峪趣牿頊僕鄏幞裻告挶鳿嚳襮歜輂斶鋦鋈逯藚媷臅慮憟匤熇臛旮蛐欘趢犦哫灟拲娽傉彳鸀駶軉筁蝳蠾趗髷鏷薥鋊脨砡檋琟輍頶俈捁澩斀珛钃搙潥隺絭悎觷螸傶襡鈺洬嚛錊噣孎錖誎嗕斣襆疁梮捒蔋鶮䠱䪅㯮㒒䒼䟉㮂䥔䌚㙇䞖䶜䎤䌵䜹㻿䞝䧊䕽䙱䐂䳔䡞䚄䑑䅶䋰䚛䛤㫽䱚䴰㩴䴆㿥㔄䧼䅇㦺䈞𤌍𧰵𧛔𩌮𤞞触嘱属続緑録
r3,學岳朔幄渥角濯邈握璞剝覺琢确卓殻雹擢鷟槊斲犖捉駁濁喔啄榷桷數朴駮灂諑樂齪樸埆搉啅鐲較倬珏戳鸑涿翯鷽跑桌踔娖鸐硞嶨椓擉藥浞謈愨搦碻鋜豰懪穱欶爆瞀瓝偓瑴韄嚗傕箾穛噣眊觳搠斠斮齷掿捔趵礐蒴烞晫洬嗍鵫墣蠗窇鞄籗瓁悎瞐鞪皃汋隺鎙劰燢豿娕礭仢欘韷澩颮矠骲楃斀丵瞨墧鰒硺觷腛燩棹釙鑡簎菿龏斅攴顜齺篧捳髉琸珿犦籱搻壆鳪媉齱殐㧻㲉㩧䃗䓎㙾㰌㓸䂍㮶㼎䈏䑈䁷㰒䃕䪨㔬䮸㱿䦠㙸㺪㹒㿺㺟㪬䇶㱋㹊䨌㴶䡈㦝䥤䮓㵡䥃䠎𥢔𢁁𩣡𪑱𦢊𥭖𢷏𩺽𥭓𧲐𧞐𤓊𧣚覚学楽数薬
r4,日筆室一失密實術疾逸律畢匹膝出帙漆栗溢詰七橘必述秩吉蜜恤瑟乙質櫛秫蝨蟀蓽悉慄黜弼叱潏嵂嫉汩朮謐戌昵窒篥鎰率侄怵鑕騭壹卒篳絀節佚苾鷸軼蹕馹茁抶桎喞姪崒獝繂沭疋韠遹繘泆罼鳦袐銍衵蟋凓飋聿飶霱咥蒺袟蔤沏泌鴥蛭佾訹珌妷挃鞸礩厔耴尼茟肸熚觱堲翐紩桼傈瀄踤窋姞駜溧晊帥捽矞佶拮鷅銊馝璱饆佖荗膟鴄眣瓆鬻摔圪咭沕疙宓蛣滭枇鉥郅鵯銡楖怸螲怭鉍潷趌黢鱊痆窸齣滵柣庢呹箻鷝秷峚狤珬欪祑胵螏逫蠠秖抳塛榓跮恎絉鮅欰炢咰趉袕揤浂擳銉肷柫衹眰比鏎腟僁焌搮恄箤燏鴓笜怷麜臷鮚豑犵臸秪蝍詄瑮郆縪妼琗寽祇嬄宲鶐炪鴶邲祗胇欥洷柒暨彃淧樒膣魓槉鞊櫍驈蹫欯釰芛䫻䁥㗚䘌䭿䬆䟆䎉㘉㾁䮡㔕㯃䢖䫕㵥䮇㪤㺩㻎䒤䏘䑇㓖䶡䵒䢞㗧䬹㻫䬛䳳㟳䔁䩛䢦㚕㣟䬄䣛㴵㮿㜱㜼䱃㑁㤕䢤㞊㫘㣰䄶㻶䔞㳑䌏䡃㧒㢶䤎㳚㰵㗭㘍㳼㮚䱣䟈䏄䆝䘤㔑㢸䜉䳀䰬㺷䋖䜠㳴䖩㻭䵑䢕㗌䟣䤉㖅㑵㲺㤜𥠈𪗨𥣮𡢑𧾣𧫤𧗿𦝭𦳯𧽻𢘍𧾢𩋡𪗻壱実
r5,物佛屈拂紱乞黻綍勿紼祓詘鬱訖屹茀韍倔黦咈弗歘怫髴芴欻仡蔚刜沕崛不吃掘熨岪汔迄坲镼釳厥魆肸艴尉岉沷菀昒忔鶌粅灪帗炥誳鮄芞柭爩紑嶏蛂昲冹莔烼袦虳柫弡翇趉伆鉘乀砩阢笰甶芾惌㗵䘿㭾䏌䎢㷉䵥䭮㐹䖇䁌㻕䒗䰴䛥㪄䞞䠇䞷㠨𠜾𨧱𧿳払仏
r6,月發骨闕沒髮窟忽兀伐謁袜樾鉞笏粤蕨突襪渤惚歇勃歿罰筏越窣曰閥蹶柮訥卒屼劂橛猝獗羯杌矻矹竭卼滑鶻軏腯搰咄淈垡硉蠍崒紇揭碣汨馞撅峍蟨核掘噦刖愲狘扢凸暍孛浡嗢堀鷢揬悖訐捽曶榾泏扤鱖蚏抇閼齕抐瞂胐麧玥蜶匫钀莈不厥崛脖唿昒餑鵓梲囫鐝犵鈉膃淴怢餶艴猲蓇桲葧椊葖稡阢昢瘚侓馧飿蚎荸鈯嶡絗縎鼵鶟杚枂颰冹榲趃亅埣坺顝熓怴朏籺摕侼欮堨迌趉寣搵瞃囝憠宊殨笜舭郣捸璏抈殟橃沷熭碿藅鋍尳湥岄垏鍎歾琷鍻啒瘟糏哱犻貀鼿榲挬㪍䬂䓤䎳㷎㶿䞘䨚䑔䬍䥟䓛㖀㫚䴯䚝㪐䦍䟠㻠䎀䖓䘚䣹㳷㩿㐳䩐㧾㟑䪬㵐㒴䡇䝆䑢㨡䀜䯇䟜㬞䇅䂗䁫㘺㴾䯿䋐䙠䭯㔜㵠䍪䠈㲞㞽㧮㾶㛘㽾䮩䪲㕹㛲𣔻𩨳𧉦𩑡𢷒𢪏𧽸𩗓𥝖𪁽𪘧掲発髪没
r7,闊末活脫渴豁鉢奪闥葛割沫聒抹遏撥潑達括秣剌跋辣魃怛薩蝎斡轕栝撮筈撻茇躠撒捋喝頞臈鶡敚褐鞨掇拶鱍糲囋喇獺鈸适韃靺澾髺裰妺拔閼噶剟躂曷軷毼摋襏越咄蘖噠獦呾泧嶱醱犮胺炟胈焥薘繓鴰捾暍鏺丐挖轢碣捺咱叭侻饐齾妲嶭笪齃猲瘌鵽蛞蝲敠靼嵑濊帓枺粖姡頢攥囐揦蟽茉鼥癹礤萿毲秳癶莌妭頱濣趏蛶睕柭嬒餲炥魩秡狚冭灒懖羍磆劊洝昩橃堨坺奯鬝匃驋攃汰痥燤螛咹幯湏颰仴鮁蔎眓襊橽歇馛葀佸昲噧揧鮵啈蹳挩炦攋抈骱皌鶷枂砞瓎脟懀眜䌨㔇䯋䡾䴲䅥䍨䟯㦫䄑㳨䁊㸊䒷㓉㵶㿣㞈㕲䫘䏞䟦䶛㻝䟛䢌䄆㵧㣵䦢䯏䵣㧊㒓䣶㶬䯦㮫䣪䱫䦚䈓䕣䃮㿹㣞䖧䳁㵣㺚䱅䯺䳚㞉㖕㭮䣮㩵䬴𡾲𥻦𣁳𤁢𤷈𤫵𦮀𥽘𨣱𧘟𩩲𤸎𠯑𥄕𥄗𦤦𩒲𩢛𠱥𧙕𤀤𤃴𣎵𤿫𪘼渇脱抜
r8,札刹八察轄黠軋戛殺煞刮猾哳扎恝揠瞎秸滑圠楬拔蚻肭擦嘎茁嗗窡刷齾鍘妠豽扴鬝扒鎩稭榝螖搳頡劼娺圿秳痆帓汃鶻帕獺捺咶刖紥鴰錣磍鴶擖砎捌朳哵鶷傄礣劜窫詙鮚聐磆柭菝詚蠿猰颳耫捾糪忦硈揳玐骱眣摖鱊咭閁捖帴睰釛嗐縖袺檫趏仈歇螛袹鵽叭釟貀䀣㗫㓤䕓䝟䦪㮖㔍䴳㓞䫄䀨㨸䃰䶪䱻䯉㑻䓭䥷㭭䦖䵵㪴㕯㳐䚴䂒㺴䆯㔠䤢䰲𡇼𪙻𤫶𪆰𪈟𪇷𦤙𠝚𥴭𩮁抜
r9,雪別絶滅血結拙熱穴潔鐵裂列烈缺轍訣傑舌悅節徹説設屑決哲冽劣咽閲切澈折纈闋輟孼鱉玦瞥竊啜鴂爇埒紲齧垤截擷挈跌耋泄掣嵲泬譎歇撤吷糵孑涅迭餮撇褻薛蔑洌鐍竭抉蕝瓞桀惙噎拽浙卨楔臬契歠闑閉絜綴蠛僣臲褉頁觖襭霓篾碣絰揭捏蹩衊凸蘖巀昳岊媟呐驖莂隉軼緤晢頡嗶楶朅蛚禼茁趐刷掇苶嶭焫茢捩鍥揲蜇摰咥訐蜺渫癟碟拮醊梲搣癤蠥蠘丿鋝蛭桔鷩橇迾趹蛣槷偈辥悊颲幭挒嫳棳篞馝絬準覈佚批褐讞姪踅憋齕帨剟咧紒屮唰瀎詄趔硩潎蟞奊跮蠽咇僪蠮蚗爡刔襒畷蒛蛥嵥糏蔎懱芵鐅瞲蛈僁醛掜蝢逫鱴櫗囐藒孓赽趃袺啘蛂鮚胅鈌鴷脟敜駃蠿齛罬烲砓栨彆蠞夨呭滊臷幯鱊猰揳螲聺勶镻棙潱爄摕狤迼聅鄨笍湀洯眓攦劽坲乴鮤朳莭恎叕靼滐粖姴趌蛶魝痥袕郣覕炦洇捌緳瞮尐榝稧柭妜蛞擳栵諁籺蛪歽矞詍睙搩靾炔眣蜹疶敠哾桖怢戜疀麧鑖眜苵嵽巁眰揊炪哷坹櫍瘛鴓虌徶疦馛砄毻燤櫭菍暼娎剈翓㧙㙞䨮䁾䥫䆷㿱䫾㗧䕵䖦䚢䞵㴮㛃㬯㔢㴪䇷㩪㴽䌩㝂㲳䫎䘊㘿㓭䅀䭇㯙㳿䋉䂼䒸㮮䌘䂐䳤㭞㓗䙽䩤䦑䪼䆕䊦䱑㸞㩢䦬䊝㖶㢼㸹㤠䯵㐖㨝㬚㭩䮕㭈䩧㖏㔃㔡䍳䫼㦢䆢㘶䟹䛎㹟䠥䋢䤿䏟䭱䝌䟙㔎䘷䒆䘁䓆䨆䏳䟾䞰㼤䀗㣯䩏㒝䏐㕞㸅㓶䈼㞕䥕䏲䲙䐼㽟𡿖𧤾𢴲𣧵𠱕𡿪𧎩𧧸𩖶𢗗𢯳𢲼𥉓𠻜𥈾𩠻𨵪𤊾𩢾𨆳𥄎𪏺悦掲欠窃鉄
r10,落薄鶴閣壑寞郭托酌漠泊略腳雀卻廓昨託躍洛弱縛惡鵲作萼樂約諾索爵削鑰橐絡著博錯箔鑠著藿謔籜虐柝幕灼鐸嚼礴霍怍鶚藥愕瘼爍鑿屩若酢籥鍔託搏酪勺崿粕噱攫杓斫度鰐蠖雘彴各掠莫貉涸鑊諤綽瘧鄂穫瀹堊恪珞拓笮魄摸駱膊椁爚膜箬矱擴噩蘀雒玃烙繳擱堮鎛蠚濼妁遌鞹焯齶龠彍澤爝格獲蒻亳钁艧飥礿礴矍醵咢襮躩蹻躒臛鏌郝硌皭霩臄篗皵臒鑮熇踱芍岝矐郤皬轢柞嗃煿蒪蒦糳愨斮汋攉靃謞欂漷戄瞙飵鄀汑鄚蝁獵躇昔琧燋暯婥厝咯逴喏胳迮鷇貜顎犦隺鐯瀖碏袼嚯鮥猼喥彠辵婼硸袥烵凙矆楉馲鄗峈縸沰剒胉嚩磭餺貈嗼杔崞毭剫笿矌犳曤鞽踖焲櫎蘁偔娋莡稓慔謶蛒仢藃莋櫮鎍岞秨逽魠敫覨劐斱擆狛搻鶸彏圴嚛鈼撗谻櫡湂扚葃鑩棤檴噋矡鱳籱溹嫋擽庹庴縒矺癋妰詻嬳龥跅仛纅鉻蹃趞蠼鶮鸌茖繑禚鉑墌癨塻蠌牔鬕婩砟檡挄鰝苲佫侂籗渃蘥鸙溺䋏㟧㠋㹱䨥㜰䱜䭦䮤㓢㸕㒂䧄䖃㦜㦡㿑㦍䨰䎰㬦㚟㤞䎊䖼㕡䌇㸲㪾㗥㨯䶳䪙㮙㨼䨣䈷㴖䅴㘀䣤䖛㩱䝫䂄䚥㷾㲋䁨䯨䫷䧐䟑䶈䶅䠯㖸㬍㓵䁻㤩䥬䛚䀩䥣䗚䌎䐘㰛䣞㕁䅵䲵䮬䬪㤰䍸㱳㗉䙏䐞䰊㗁䇥䇎䅂䤕㷬䂮㑼䧿䈅䖋㖾䖈䋤䐾䞢䢲㗘䉟䄸䨋𦞦𧎾𧕋𧍷𧊜𠶸𥴮𤻲𢜭𢱢𪙍𩌏𨷲𥽿𠠎𤄶𤡯𩍿𧤽𩟓𧘑悪拡楽却沢薬猟
r11,客白石迹碧夕宅尺席隔策惜役屐陌璧益伯赤癖柏窄百驛劇脈辟戟翮隙迫擲液僻責麥昔釋舄積額厄澤册帛坼易逆赫革籍脊擇拍謫幘磧掖拆魄瘠格斥腋奕擘懌繹畫獲索磔譯適珀射舶藉汐弈檗蹠膈碩綌鶒蹐嘖軛貊隻幗炙扼賾馘螫簀骼蜴斁穸阨唶帟摘疫劃埸躑襫虢蟈嶧啞摭核刺奭嚇襞腊祏覈擿咋薜摵迮柵躄亦湱擗虩霢借踖磶搦驀穫醳鯽嗌槅騞嚄剨嫿峉筴鬲阸媳摑鶺喀塉耤齸莫齰嗝砉蚱潟觡圛粣鼫翟愬鸊嘓齚撠貘睗洦呃霸謮晹縌詻橶敀滆郤霹睪胔啪哧柞硅嘀虴徦蛨佰礉檡塥緙礋漍乇覤鸅墌簂皟蕮蚅茖膕郄舴蹃曎襗鐴鉐榒帞銆雿箣鯣躤襀垎嗼鮊嵴捇擌諽庴獈砈趞膉潪枙鱯扸鳽杔瞔炈疒覞歵鈠厏頙銏犱焃檘澅燚苩岶茦蚸拺嚿袹臵樍讗簎諎谻呄鰿焟楁嬕跅丮釽鉻躆蚇眲馲坄籷狛厝慖啋脨廦焲焬熤絔啙墿糪痬棤溹矠蠌烢凙褯聑矺鏼棭謋獥貖洓葃泎窢莋劐掝憡聻厇礊韄嫧燡罊雃虉挀豛胉啇蛒瞁煂搩瘷揢蒚鶪屰焷耫碦覛豟閴㶁㗲㫺㡿䘸䇲䵂㧖㽚㛭㦴䐙䶦㥽䄷䘔䃒㮦䩹䳭䕉㼟䐱㟙䳆㩍䂹䊞䘑㮝䱮䛿㜋䜺㑊㹮䟄䬉䮮䂸䐸䳮䁺㡯㝜䨛㘌㣂㖪䮰㩇䡛䧍䌟䕪䭆㘁㦎㠛㿟䙐䈿䖌㗆䰜䪂䚂㭙䤨㿭䲽䞠㶠䣢䨫䖨㣱䁤䦝㴁䭞䊂㳻㵹䦴㼣㒀㾊㦦䞟㴒䂝䞦䪝𠙆𦒧𡩡𤗮𤖼𢅰𤁰𢓜𩹺𡄴𦵪𥬰𡍩𢮎𢷾𢼛𢯹𦌠𢫦𥆛𪐏駅画冊釈択沢覇麦訳
r12,壁寂笛敵滴歷覓激戚檄績擊錫的靂瀝礫滌覿鷁櫪鏑析惕狄淅荻皪羃溺櫟甓晰冪糴劈闃逖剔喫迪靮嫡皙菂覡嚦趯甋瓅霓鵙艗幕踢篴惄適轢鬩汨焱酈鴃蹢籊殈赥鼊摘蜥癧樀澼轣裼鼜鬲倜礰緆秝翟鼏覭簚糸弔狊壢蚸繴薂濗砳焃霹墒砉攦踧墼悐鶪幦虉磿幎嚁瓋毄焬鐴菥譤藶塓湨鷊啇玓馰熐釽漃憵鱳纅扸樍撽儮苖爏讈扚欫椺墑漞趘冖仢儥銢頔轚燩覛硩礕靋觻磩鎘肑綼糑惁敫蒚犑獥婥蓨蓧瞁歒廦鸄虳郹鼳鄓蔋擽盢梑䍥䍽㰅㭊䓇䢮䥶䤙㿨㣙䟐䤨䢰䚫㤸㢩䴞䨤䵠㻺䗩䣓䮥㲻䂆䖑䔉㦘㹍㒪䳬䁶㔏䮭㬏䞶䚐㛫䰛䑀㱤䈪㱹䌐㽁䨀㱸㺡䚍䟏㷴䯜𪒄𦸗𣒃𡫁𣤢𥍧𥍠𥍟𠴫𣤩𥛚𤄎𦵦撃歴
r13,色得息國力極翼側直黑憶墨域識測棘職臆賊刻食逼北惻默德飾勒惑稷特則即拭織蝕仄匿陟穡億塞式植抑殖敕亟克弋熄肋昃忒慝蜮軾飭嗇踣閾泐殛嘿洫翊薏赩湜纆僰屴杙愊寔崱裓墄匐罭愎嶷偪螣剋埴尅棫襋衋劾喞轖淢湢遫扐蠈緎淂蟘幅或恧萴栻鷘鰂翌畟副仂餩醷侐釴鯽腷繶竻膱芅癔瀷蒠淔稄戫蟔稙樴堲蝍菔犆趩堛掝蕀蛡忑嫟恜瘜黓楅冒蘵惐膕赲嘚稫脦煏玏戠溭穓鉓遈棏薔烒鶝艒鰏禃潩捗畐霬噫皕嫼皀嬂謋琙捑骮揤蚮爅熤踾浳螚蟙鳨釛澺垘鄎氻潶艻閄朸臸忇諽檍焏悈窢茍烅嚜鉽侙殕懎慗揊熼鰳阞懝繬㳁㥾㚤㘈䰥䁿䈟㔴䵗䘃㤫㮩㥂㱇䄩䐚䙷䯆䁼䅞䧗㕵䘅㯤䵱㞃䬎㝶䱛䭒㢞㭲㷵㻷䗷䞳㱄䐈䖁㘠㹄䩯䘝㧹㥁䴬㷶㽣㔹㴧䦗㚜䣧䎪䮙㫯㥛㯰㥀㥶䮠䦼㮨㵓䁇㞋䉢䆐䤭𪀦𧏾𤜜𡍫𥇛𪂉𤗚𩋉𪑝𥇙国黒勅徳黙
r14,急立入濕集泣及邑十澀拾蟄習笠粒汲給吸襲揖什級執隰挹縶汁戢葺岌浥緝輯悒翕熠笈伋楫噏濈歙裛潗唈蕺槢廿潝霫芨霵鈒褶啃漐苙鰼湆礏飁雭圾煜闟砬歰熻鵖湁俋咠卙慹鷑譅雴驫彶箿礘叺瓡岦鴔鏶偮翜釞淁趇騽喅鴗蓻謺嶯漝皀嬆湒譶馵鉝孴卌諿䏉㴕㦻㤂㙷㪧䦹㠍䁯㬛㵫䔼㴔䶘䶋㗊䩰䮶䏠㲸㽺䓃㣬䒁䭂䉗㡮㧀㱞㙫㘊㿇䏩㬤㗱䐕㒊䇼䅤㒆䲯䔱㕸䙄㞚㩉㞏㗩䁒𧤏𩆭𧚨𩾳湿
r15,合榻塔答雜闔衲匝納颯榼閤踏沓蛤鴿盍遝荅塌蹋盒搭鞳拉臘蠟帀蒳靸漯嗑趿嗒噆鎝咂闒遢剳卡溘誻匌嚃搨馺罨鑞搕唈韐岋濌褟涾耠軜蓋卅磕哈瘩磣褡嘁鰈瞌鈒欱狧耷錔鮯鞜鰨匎溻頜歞砵菈鰪砐匒傝崉雥囃詥溚篕魶峇鉔峆鑉譶痷魳罯磼畗魼圾鞥矺抸廅毾礘佮砝魥熆笚鎉翋龖儑姶磖拹笝殧柆鉿硆厒榙枼韴遪䬃䕹㔩䑽㷈㗳䗶䑥䂰䗘䍇㛥䐦㹺㧁㯓䵬㕇䈳䌈䐛䂿䪏䧻㿯䵽㕉䫦䈫䈋䑜䃳䶁䍝䪞㕎㨥䶀䙣䳴㭼㠷㧺㥺䢔䪺㛕㾑䜚㿴㽂䨿䑪㝓㯚䪚䞙㚫䓠㰰䆟㡴𩣯𪘁𩋊𨅔𥁋𣣹𦑶𤎞𨜴𤸱𩎕𢕬𧪞𢶍𨃚𡄋雑
r16,叶葉接蝶疊捷涉帖篋愜頰堞妾鋏俠睫鬣牒靨浹屧躡莢協攝貼懾燮挾楫饁燁摺鑷躞諜曄獵蹀捻輒跕囁氎躐讋艓擪屧褶褋惵梜怗聶箑裛衱喋呫韘苶楪笈籋襵歙鞢鍱魘霎厭婕偞菨崨倢椄讘欇筴邋鰈熀蛺擸顳儠擛踥牃踕謵緁僷灄犣聗鎑錜銸徢惗穕帹蠂痷鱲脻迠萐敜慹綊謺鮿鯜埝挕踂瞱淁瞸獦鑈聑褺鏶昅揞巤煠疌踗劦誱寁唊蓻枼殜霅帇蓵渫㲲㫸䩞䈉䐑䌖㱌䢡䳖㪑䁋䜆䝃䵿㩎䇣䜲䝱䐲㸎䧪㡇㬪㢵䤮䪓㤴㥈䴑㥦䪉㴇䭟㢎㩸㯿䯀㤐㰼㭯㳧㙷㚔䛟䝓䈎䜓䌰㑙㾜㚲㼪㩶㼲䌌㤲㰔㒤䠟䁽㨩㷸㛍㽊䝕䴴䥡䌜𣶏𦣀𢬴𦔮𤍞𪑧𦀖𤑻𣀳𨓊𪔪𩣘𤗽𦔼挟渉畳摂猟
r17,業法甲劫峽怯洽匣壓狎乏鴨插狹鍤嶪夾閘押袷柙帢唼歃掐劄呷恰裌翣胛硤鄴霎陜霅箑嗋祫眨跲啑郟恊鵊扱凹脅鞈搯熁玾喋愶筴岬胠葜烚渫擖姂庘哈鉀萐嚈魻圔喢蜐餄譗姶湆魥鉣驜呿翜韐疀笚埉厒笝煠殗搚痷鉿唊欱翈昅磼曱珨鸈魼歰嶯澲砝疺圶抾帹炠筪拹殜餣舺殎垥偛䶎㡊㰱䬊䆘㭘㵊㕅㛼㳌䖎㡋䎎䛅䨐䧨䕛䤶䛽㘝㹤䂲䮢㗼㽠䞩㾀㙝㴙㮑䱒䀴㓣䮜䖖䀷䀫䩡䘥䲜㘡㾎䁆䁍㑢㿓㸣㵤䶝㭱㷅𢘉𣣲𩌍𢂷𤴼𠗨圧峡狭挿
